source,target,spec2vec,Unnamed: 0,cosine,min_matches,score_type
654,655,0.8682403889574791,380.0,0.8844579493929285,25.0,both
654,663,0.8589182604825425,381.0,0.9448067099322924,35.0,both
654,274,0.8210570583447518,0.0,0.0,0.0,spec2vec
658,515,0.7818181089081995,0.0,0.0,0.0,spec2vec
658,570,0.9735391236040584,0.0,0.0,0.0,spec2vec
658,646,0.9825025704412786,0.0,0.0,0.0,spec2vec
658,653,0.9659675672378303,0.0,0.0,0.0,spec2vec
658,665,0.9902614991577321,0.0,0.0,0.0,spec2vec
658,656,0.9709824364132986,0.0,0.0,0.0,spec2vec
658,645,0.9704736848917233,0.0,0.0,0.0,spec2vec
658,547,0.969332239869636,0.0,0.0,0.0,spec2vec
658,657,0.9668835592426059,0.0,0.0,0.0,spec2vec
658,666,0.961753032222276,0.0,0.0,0.0,spec2vec
50,189,0.9994483628875918,64.0,0.9991973926747804,6.0,both
50,645,0.9983784713350685,66.0,0.9996333931741432,7.0,both
50,671,0.9978935620588429,0.0,0.0,0.0,spec2vec
50,547,0.9973630520355898,0.0,0.0,0.0,spec2vec
50,656,0.99447516330573,0.0,0.0,0.0,spec2vec
50,677,0.9919313867461864,0.0,0.0,0.0,spec2vec
50,652,0.9878131782327402,0.0,0.0,0.0,spec2vec
50,586,0.9868929518315879,0.0,0.0,0.0,spec2vec
50,669,0.9857084730012151,0.0,0.0,0.0,spec2vec
50,198,0.9755523323169261,0.0,0.0,0.0,spec2vec
50,570,0.9633900788809098,65.0,0.9971620463929404,7.0,both
50,630,0.9766170341247173,0.0,0.0,0.0,spec2vec
50,657,0.9824782305500255,0.0,0.0,0.0,spec2vec
50,665,0.9764913383999232,69.0,0.9985307973399894,7.0,both
50,668,0.9714951586829543,0.0,0.0,0.0,spec2vec
50,673,0.9604138951908404,70.0,0.9976226353641464,6.0,both
358,476,0.7966580740900836,0.0,0.0,0.0,spec2vec
663,274,0.8572068573184632,0.0,0.0,0.0,spec2vec
663,470,0.8756929176502126,0.0,0.0,0.0,spec2vec
663,611,0.7812859727746582,0.0,0.0,0.0,spec2vec
663,655,0.865023951374447,0.0,0.0,0.0,spec2vec
663,630,0.704393094474239,0.0,0.0,0.0,spec2vec
313,53,0.8469701326348404,0.0,0.0,0.0,spec2vec
313,60,0.8286724938498407,0.0,0.0,0.0,spec2vec
313,61,0.7100648154910294,0.0,0.0,0.0,spec2vec
652,189,0.9875920191616607,0.0,0.0,0.0,spec2vec
652,198,0.9649781884504942,0.0,0.0,0.0,spec2vec
652,280,0.7582044070845652,0.0,0.0,0.0,spec2vec
652,373,0.8750256137932139,0.0,0.0,0.0,spec2vec
652,547,0.988172952858698,0.0,0.0,0.0,spec2vec
652,586,0.9963600794053615,0.0,0.0,0.0,spec2vec
652,645,0.9845831752193335,0.0,0.0,0.0,spec2vec
652,646,0.9797975942351721,0.0,0.0,0.0,spec2vec
652,669,0.9942169998112259,0.0,0.0,0.0,spec2vec
652,657,0.9921835857025054,0.0,0.0,0.0,spec2vec
652,671,0.9879801419104675,0.0,0.0,0.0,spec2vec
652,677,0.9868172337340858,0.0,0.0,0.0,spec2vec
652,656,0.9860241336423977,0.0,0.0,0.0,spec2vec
652,653,0.9651683363417471,0.0,0.0,0.0,spec2vec
652,666,0.9442117594384187,0.0,0.0,0.0,spec2vec
652,668,0.9760153617763109,0.0,0.0,0.0,spec2vec
652,673,0.9667395434793868,0.0,0.0,0.0,spec2vec
378,20,0.9151129065364322,0.0,0.0,0.0,spec2vec
378,419,0.902604633953956,0.0,0.0,0.0,spec2vec
186,64,0.7530725464619215,0.0,0.0,0.0,spec2vec
666,570,0.9646925821511579,0.0,0.0,0.0,spec2vec
666,646,0.9656384024748479,0.0,0.0,0.0,spec2vec
666,665,0.9586370506401624,0.0,0.0,0.0,spec2vec
666,653,0.9454273754769209,0.0,0.0,0.0,spec2vec
666,657,0.9430315088537216,0.0,0.0,0.0,spec2vec
155,402,0.7488214384043597,0.0,0.0,0.0,spec2vec
361,435,0.9899657054498681,238.0,0.999317428036623,13.0,both
361,512,0.9869193502916165,241.0,0.9986288640094256,12.0,both
361,463,0.9849391178775759,239.0,0.9993431985807844,13.0,both
361,608,0.9700705122520096,243.0,0.9986280216906316,11.0,both
361,466,0.9626159324640127,240.0,0.999060891482584,13.0,both
361,398,0.9155138072970349,235.0,0.9989713432852408,12.0,both
361,430,0.9067827406770141,236.0,0.9991361593664684,13.0,both
361,433,0.7279893974853267,237.0,0.9987151799810288,12.0,both
669,189,0.9857829628582371,0.0,0.0,0.0,spec2vec
669,280,0.763255372823293,0.0,0.0,0.0,spec2vec
669,373,0.8716179337785759,0.0,0.0,0.0,spec2vec
669,374,0.7383761498613515,0.0,0.0,0.0,spec2vec
669,547,0.9861021256369256,0.0,0.0,0.0,spec2vec
669,586,0.9954671696923021,0.0,0.0,0.0,spec2vec
669,645,0.9817217178651132,0.0,0.0,0.0,spec2vec
669,646,0.9722517835031386,0.0,0.0,0.0,spec2vec
669,653,0.9600703797606387,0.0,0.0,0.0,spec2vec
669,657,0.9875444090152399,0.0,0.0,0.0,spec2vec
669,668,0.9712835898215142,0.0,0.0,0.0,spec2vec
669,671,0.9863059606024991,0.0,0.0,0.0,spec2vec
669,677,0.9841180029611827,0.0,0.0,0.0,spec2vec
669,656,0.983584255162016,0.0,0.0,0.0,spec2vec
669,673,0.9641790961345355,0.0,0.0,0.0,spec2vec
608,398,0.8971874675768012,0.0,0.0,0.0,spec2vec
608,430,0.9172817911433774,0.0,0.0,0.0,spec2vec
608,433,0.7033678683015743,0.0,0.0,0.0,spec2vec
608,435,0.966081355901622,0.0,0.0,0.0,spec2vec
608,463,0.9619412809450719,0.0,0.0,0.0,spec2vec
608,466,0.9485407090837525,0.0,0.0,0.0,spec2vec
608,512,0.9828922118227914,0.0,0.0,0.0,spec2vec
470,274,0.9054759268057901,0.0,0.0,0.0,spec2vec
470,655,0.8811961285235538,316.0,0.945522636923761,22.0,both
470,630,0.8096363705261251,314.0,0.8580781703540112,13.0,both
470,673,0.7460140303270052,321.0,0.8386106436364441,7.0,both
470,611,0.7455087278755665,0.0,0.0,0.0,spec2vec
396,2,0.7529787443002418,0.0,0.0,0.0,spec2vec
55,28,0.8930377917355905,0.0,0.0,0.0,spec2vec
55,93,0.9116081390661688,76.0,0.9914159816865744,14.0,both
28,93,0.9225230958037128,44.0,0.9936697533005098,16.0,both
188,75,0.7571282568569462,0.0,0.0,0.0,spec2vec
257,143,0.7840073521127255,0.0,0.0,0.0,spec2vec
94,6,0.823006175702458,0.0,0.0,0.0,spec2vec
471,315,0.7138986879659628,0.0,0.0,0.0,spec2vec
20,419,0.8427411772300177,0.0,0.0,0.0,spec2vec
668,586,0.9763275510912053,0.0,0.0,0.0,spec2vec
668,671,0.9708721982385061,0.0,0.0,0.0,spec2vec
668,677,0.9707167272214465,0.0,0.0,0.0,spec2vec
668,189,0.9697443136734851,0.0,0.0,0.0,spec2vec
668,547,0.9678461821084228,0.0,0.0,0.0,spec2vec
7,2,0.8052377963770838,0.0,0.0,0.0,spec2vec
373,280,0.8536300232636183,0.0,0.0,0.0,spec2vec
373,198,0.888306668111766,0.0,0.0,0.0,spec2vec
373,657,0.8808152073884684,0.0,0.0,0.0,spec2vec
373,586,0.8715177417734619,0.0,0.0,0.0,spec2vec
373,547,0.8703691370369079,0.0,0.0,0.0,spec2vec
373,677,0.8702173191029241,0.0,0.0,0.0,spec2vec
373,656,0.8697073290379509,0.0,0.0,0.0,spec2vec
373,374,0.7439368792997073,246.0,0.809783915830772,9.0,both
373,515,0.8217509791348815,248.0,0.913422030977784,8.0,both
373,643,0.7940453785963002,250.0,0.7923163072177641,12.0,both
646,515,0.7838466793184591,0.0,0.0,0.0,spec2vec
646,570,0.9676060740786134,0.0,0.0,0.0,spec2vec
646,665,0.9825410258377564,0.0,0.0,0.0,spec2vec
646,653,0.9818213279474148,376.0,0.996462515164224,6.0,both
646,657,0.9759748297893762,0.0,0.0,0.0,spec2vec
646,586,0.9733773652504141,0.0,0.0,0.0,spec2vec
646,547,0.9677655493196565,0.0,0.0,0.0,spec2vec
239,233,0.7000212336752639,0.0,0.0,0.0,spec2vec
239,538,0.7122418258079528,183.0,0.8384662162545401,25.0,both
398,430,0.9843401494835966,270.0,0.9998228658801366,12.0,both
398,466,0.9427783322198573,274.0,0.999737296867338,12.0,both
398,463,0.9304472310766805,273.0,0.999625893222217,12.0,both
398,435,0.9092352166153961,272.0,0.9995981135981564,12.0,both
398,512,0.9089797998206386,275.0,0.999638452805015,11.0,both
398,433,0.7483745387157114,271.0,0.9992907288193672,11.0,both
434,13,0.8146116973785411,0.0,0.0,0.0,spec2vec
434,258,0.7140220886736465,0.0,0.0,0.0,spec2vec
369,351,0.768776289430064,0.0,0.0,0.0,spec2vec
108,149,0.7488399224190658,132.0,0.8828536101937552,37.0,both
499,226,0.707905288320966,0.0,0.0,0.0,spec2vec
189,645,0.9983127690579219,0.0,0.0,0.0,spec2vec
189,671,0.9975074627341516,0.0,0.0,0.0,spec2vec
189,547,0.9971930554489961,0.0,0.0,0.0,spec2vec
189,656,0.9949180710267032,0.0,0.0,0.0,spec2vec
189,677,0.9911551642904515,0.0,0.0,0.0,spec2vec
189,586,0.9868307713839263,0.0,0.0,0.0,spec2vec
189,198,0.9763861000484639,0.0,0.0,0.0,spec2vec
189,570,0.961655086555526,0.0,0.0,0.0,spec2vec
189,630,0.9757762194999486,0.0,0.0,0.0,spec2vec
189,657,0.9825023408964364,0.0,0.0,0.0,spec2vec
189,665,0.9752115555057244,0.0,0.0,0.0,spec2vec
189,673,0.9601617832102673,0.0,0.0,0.0,spec2vec
657,280,0.757945818511452,0.0,0.0,0.0,spec2vec
657,374,0.739911309294385,0.0,0.0,0.0,spec2vec
657,515,0.7822971158591092,0.0,0.0,0.0,spec2vec
657,586,0.988427822891395,0.0,0.0,0.0,spec2vec
657,653,0.9701998990404523,0.0,0.0,0.0,spec2vec
657,656,0.9883343412913597,0.0,0.0,0.0,spec2vec
657,547,0.9855539874435106,0.0,0.0,0.0,spec2vec
657,671,0.98392804200009,391.0,0.9995298752897022,6.0,both
657,677,0.9817824147752306,0.0,0.0,0.0,spec2vec
657,673,0.9626376946108864,0.0,0.0,0.0,spec2vec
12,95,0.737118018079193,21.0,0.8164607958961487,28.0,both
630,274,0.8688320702221586,0.0,0.0,0.0,spec2vec
630,374,0.749604581200934,0.0,0.0,0.0,spec2vec
630,656,0.9773298418062474,0.0,0.0,0.0,spec2vec
630,671,0.9756474789932543,0.0,0.0,0.0,spec2vec
630,547,0.9755936876474693,0.0,0.0,0.0,spec2vec
630,645,0.9750264184144926,0.0,0.0,0.0,spec2vec
630,677,0.9675817975448082,0.0,0.0,0.0,spec2vec
630,655,0.8658963156049302,359.0,0.9139088004080944,11.0,both
61,176,0.7421869726000181,85.0,0.7748138184527428,59.0,both
611,655,0.7136795313632329,0.0,0.0,0.0,spec2vec
198,671,0.9772031669229722,0.0,0.0,0.0,spec2vec
198,547,0.9763706715521923,0.0,0.0,0.0,spec2vec
198,645,0.9739664815982139,0.0,0.0,0.0,spec2vec
198,656,0.9733744363999512,0.0,0.0,0.0,spec2vec
198,677,0.9669726726542063,0.0,0.0,0.0,spec2vec
198,586,0.9643778637293978,0.0,0.0,0.0,spec2vec
198,280,0.7915665612334446,168.0,0.923916417578592,8.0,both
198,374,0.7392511704801896,170.0,0.8398020848064665,6.0,both
177,667,0.886944937898358,163.0,0.993458382682451,11.0,both
466,430,0.9373534063263494,0.0,0.0,0.0,spec2vec
466,433,0.7406427604279113,0.0,0.0,0.0,spec2vec
466,435,0.9564113828540979,0.0,0.0,0.0,spec2vec
466,463,0.9560782781637143,0.0,0.0,0.0,spec2vec
466,512,0.9612018503644976,310.0,0.999651530122135,12.0,both
512,430,0.9149224998746341,0.0,0.0,0.0,spec2vec
512,433,0.7426121265717647,0.0,0.0,0.0,spec2vec
512,435,0.980975302106545,0.0,0.0,0.0,spec2vec
512,463,0.9766091217297728,0.0,0.0,0.0,spec2vec
430,463,0.9209177291351357,286.0,0.9997962090366314,13.0,both
430,435,0.9005978970330453,285.0,0.9997186448545968,13.0,both
430,433,0.7649281290923804,284.0,0.9992519810778244,12.0,both
463,433,0.741614168571758,0.0,0.0,0.0,spec2vec
463,435,0.9795505429667902,0.0,0.0,0.0,spec2vec
671,547,0.9993763662554198,0.0,0.0,0.0,spec2vec
671,586,0.9873623486421623,0.0,0.0,0.0,spec2vec
671,645,0.9968192666272999,0.0,0.0,0.0,spec2vec
671,656,0.995026226305497,0.0,0.0,0.0,spec2vec
671,677,0.9916701670089565,0.0,0.0,0.0,spec2vec
433,346,0.7163989438635219,0.0,0.0,0.0,spec2vec
433,435,0.7183394024976675,291.0,0.9992488548347228,12.0,both
53,60,0.9615373345303309,71.0,0.9920961228957738,33.0,both
515,280,0.7591273819772898,0.0,0.0,0.0,spec2vec
515,374,0.7895604770364495,0.0,0.0,0.0,spec2vec
515,570,0.7849805763126381,0.0,0.0,0.0,spec2vec
515,677,0.7836091658798167,0.0,0.0,0.0,spec2vec
515,643,0.7169295363131147,0.0,0.0,0.0,spec2vec
258,13,0.7903244182037596,0.0,0.0,0.0,spec2vec
677,547,0.9909317839029832,0.0,0.0,0.0,spec2vec
677,586,0.9860271489104602,0.0,0.0,0.0,spec2vec
677,645,0.9892541266078958,0.0,0.0,0.0,spec2vec
677,656,0.9879106641057669,0.0,0.0,0.0,spec2vec
653,665,0.9671683036118796,0.0,0.0,0.0,spec2vec
653,586,0.9609400641636769,0.0,0.0,0.0,spec2vec
653,656,0.9572139691392155,0.0,0.0,0.0,spec2vec
306,478,0.7106629250458875,0.0,0.0,0.0,spec2vec
643,280,0.7528380866638371,0.0,0.0,0.0,spec2vec
655,274,0.9172575368868734,0.0,0.0,0.0,spec2vec
570,665,0.978009942026626,349.0,0.994212770549413,6.0,both
570,645,0.9618587196038209,345.0,0.9957759072549732,6.0,both
280,586,0.7584547419918428,0.0,0.0,0.0,spec2vec
673,274,0.8270730895075185,0.0,0.0,0.0,spec2vec
673,586,0.9666989092059854,0.0,0.0,0.0,spec2vec
673,656,0.9598567984597824,0.0,0.0,0.0,spec2vec
656,374,0.73951816761474,0.0,0.0,0.0,spec2vec
656,547,0.9958879955537905,0.0,0.0,0.0,spec2vec
656,586,0.9844531094726219,0.0,0.0,0.0,spec2vec
656,645,0.9956829986750619,0.0,0.0,0.0,spec2vec
656,665,0.9758174498682721,0.0,0.0,0.0,spec2vec
586,547,0.9864453081456306,0.0,0.0,0.0,spec2vec
586,645,0.9823197032635873,0.0,0.0,0.0,spec2vec
645,547,0.9975035975245636,0.0,0.0,0.0,spec2vec
645,665,0.9801572820764521,375.0,0.998569322078193,6.0,both
547,665,0.9772957535222921,0.0,0.0,0.0,spec2vec
2,7,0.0,0.0,0.794817014674989,15.0,cosine
2,271,0.0,1.0,0.8864407269810709,6.0,cosine
3,4,0.0,2.0,0.7331482078638334,18.0,cosine
3,124,0.0,4.0,0.8189441435029101,8.0,cosine
3,310,0.0,5.0,0.7369459075706365,6.0,cosine
4,124,0.0,6.0,0.7347120964210089,8.0,cosine
7,69,0.0,7.0,0.7302571868162446,14.0,cosine
7,161,0.0,8.0,0.7250238939135408,10.0,cosine
7,271,0.0,9.0,0.7372941619755872,6.0,cosine
7,440,0.0,10.0,0.7071967371421272,14.0,cosine
8,15,0.0,11.0,0.9922764229079774,44.0,cosine
10,42,0.0,13.0,0.995736063623014,18.0,cosine
10,65,0.0,15.0,0.9493913328679388,12.0,cosine
10,292,0.0,18.0,0.955971557704098,10.0,cosine
10,315,0.0,19.0,0.959420694161862,10.0,cosine
10,471,0.0,20.0,0.9944732426972804,16.0,cosine
13,202,0.0,22.0,0.9579986483042892,8.0,cosine
13,258,0.0,23.0,0.968620230917973,11.0,cosine
13,352,0.0,24.0,0.949132021904239,8.0,cosine
13,434,0.0,25.0,0.9757472516196004,8.0,cosine
17,31,0.0,26.0,0.7164761841508795,39.0,cosine
17,33,0.0,27.0,0.836818358411094,33.0,cosine
17,108,0.0,28.0,0.8518334261771061,41.0,cosine
17,120,0.0,29.0,0.8527763732604331,28.0,cosine
17,149,0.0,30.0,0.8046171346042426,44.0,cosine
18,196,0.0,31.0,0.8968055632106069,13.0,cosine
18,200,0.0,32.0,0.9222327551909246,17.0,cosine
19,88,0.0,33.0,0.7403210684072263,21.0,cosine
19,92,0.0,34.0,0.799846439798754,35.0,cosine
19,180,0.0,35.0,0.7283900234137404,12.0,cosine
19,331,0.0,36.0,0.7244299553925488,23.0,cosine
20,121,0.0,37.0,0.988144485849182,8.0,cosine
21,262,0.0,38.0,0.9715688248690126,16.0,cosine
24,153,0.0,39.0,0.8386397231921532,51.0,cosine
