source,target,spec2vec,Unnamed: 0,cosine,min_matches,score_type
189,50,0.9994483628875918,0.0,0.0,0.0,spec2vec
189,645,0.9983127690579219,0.0,0.0,0.0,spec2vec
189,671,0.9975074627341516,0.0,0.0,0.0,spec2vec
189,547,0.9971930554489961,0.0,0.0,0.0,spec2vec
189,656,0.9949180710267032,0.0,0.0,0.0,spec2vec
189,677,0.9911551642904515,0.0,0.0,0.0,spec2vec
189,648,0.9905459157765187,0.0,0.0,0.0,spec2vec
189,652,0.9875920191616607,0.0,0.0,0.0,spec2vec
189,586,0.9868307713839263,0.0,0.0,0.0,spec2vec
189,669,0.9857829628582371,0.0,0.0,0.0,spec2vec
189,198,0.9763861000484639,0.0,0.0,0.0,spec2vec
189,570,0.961655086555526,0.0,0.0,0.0,spec2vec
189,630,0.9757762194999486,0.0,0.0,0.0,spec2vec
189,631,0.9730208913511935,0.0,0.0,0.0,spec2vec
189,657,0.9825023408964364,0.0,0.0,0.0,spec2vec
189,660,0.9555018432035354,0.0,0.0,0.0,spec2vec
189,665,0.9752115555057244,0.0,0.0,0.0,spec2vec
189,668,0.9697443136734851,0.0,0.0,0.0,spec2vec
189,673,0.9601617832102673,0.0,0.0,0.0,spec2vec
669,50,0.9857084730012151,0.0,0.0,0.0,spec2vec
669,547,0.9861021256369256,0.0,0.0,0.0,spec2vec
669,586,0.9954671696923021,0.0,0.0,0.0,spec2vec
669,634,0.9000809872509516,0.0,0.0,0.0,spec2vec
669,645,0.9817217178651132,0.0,0.0,0.0,spec2vec
669,646,0.9722517835031386,0.0,0.0,0.0,spec2vec
669,652,0.9942169998112259,0.0,0.0,0.0,spec2vec
669,653,0.9600703797606387,0.0,0.0,0.0,spec2vec
669,657,0.9875444090152399,0.0,0.0,0.0,spec2vec
669,668,0.9712835898215142,0.0,0.0,0.0,spec2vec
669,671,0.9863059606024991,0.0,0.0,0.0,spec2vec
669,677,0.9841180029611827,0.0,0.0,0.0,spec2vec
669,656,0.983584255162016,0.0,0.0,0.0,spec2vec
669,670,0.979300855862318,0.0,0.0,0.0,spec2vec
669,672,0.9430907217439048,0.0,0.0,0.0,spec2vec
669,673,0.9641790961345355,0.0,0.0,0.0,spec2vec
669,674,0.9727210637637842,0.0,0.0,0.0,spec2vec
669,675,0.97671450605028,0.0,0.0,0.0,spec2vec
